minute_bucket,total_events,fraud_count,suspicious_count,safe_count,avg_risk_score,max_risk_score,avg_volume_spike,total_volume,fraud_rate_pct,hour_of_day,day_of_week
2026-08-30 07:39:00,19,2,5,12,0.2169,0.8488,10.09,117855.42,10.53,7,7
2026-08-30 07:29:00,8,1,3,4,0.1923,0.9719,10.42,79576.58,12.5,7,7
2026-08-30 07:19:00,10,0,5,5,0.0953,0.9121,9.15,668976.55,0.0,7,7
2026-08-30 07:09:00,5,0,5,0,0.1835,0.9422,1.37,237628.12,0.0,7,7
2026-08-30 06:59:00,14,0,2,12,0.0806,0.8735,8.72,73685.83,0.0,6,7
2026-08-30 06:49:00,16,2,3,11,0.2054,0.9112,3.58,732224.9,12.5,6,7
2026-08-30 06:39:00,10,1,4,5,0.1219,0.8917,5.44,269860.04,10.0,6,7
2026-08-30 06:29:00,13,2,5,6,0.1063,0.7704,4.8,624111.32,15.38,6,7
2026-08-30 06:19:00,17,1,3,13,0.1215,0.8479,2.4,509897.54,5.88,6,7
2026-08-30 06:09:00,7,2,5,0,0.1781,0.8929,5.39,782239.01,28.57,6,7
2026-08-30 05:59:00,12,0,2,10,0.1312,0.7661,3.16,64135.02,0.0,5,7
2026-08-30 05:49:00,9,0,3,6,0.1688,0.8324,5.72,817367.42,0.0,5,7
2026-08-30 05:39:00,16,2,3,11,0.1198,0.9653,3.55,310274.18,12.5,5,7
2026-08-30 05:29:00,18,1,5,12,0.1541,0.9282,7.71,572751.37,5.56,5,7
2026-08-30 05:19:00,9,0,5,4,0.1251,0.7873,11.03,276597.55,0.0,5,7
2026-08-30 05:09:00,5,0,3,2,0.1909,0.9381,5.93,431005.85,0.0,5,7
2026-08-30 04:59:00,19,2,3,14,0.194,0.9666,10.01,198143.48,10.53,4,7
2026-08-30 04:49:00,7,2,3,2,0.0943,0.9067,11.98,460185.65,28.57,4,7
2026-08-30 04:39:00,11,2,1,8,0.2144,0.7747,1.28,246853.29,18.18,4,7
2026-08-30 04:29:00,13,0,1,12,0.1437,0.8739,4.46,90768.39,0.0,4,7
2026-08-30 04:19:00,6,2,4,0,0.0885,0.9176,3.22,291657.26,33.33,4,7
2026-08-30 04:09:00,12,1,2,9,0.1383,0.7504,2.11,740211.65,8.33,4,7
2026-08-30 03:59:00,5,0,1,4,0.1485,0.8299,5.85,674464.91,0.0,3,7
2026-08-30 03:49:00,12,1,5,6,0.1164,0.8274,3.64,433890.72,8.33,3,7
2026-08-30 03:39:00,15,2,2,11,0.1263,0.9733,1.37,418615.68,13.33,3,7
2026-08-30 03:29:00,17,0,4,13,0.1011,0.7614,2.42,785058.55,0.0,3,7
2026-08-30 03:19:00,5,0,5,0,0.0844,0.7766,8.06,243311.13,0.0,3,7
2026-08-30 03:09:00,6,0,3,3,0.1626,0.9539,0.86,732695.57,0.0,3,7
2026-08-30 02:59:00,14,1,3,10,0.1882,0.9553,3.77,785034.94,7.14,2,7
2026-08-30 02:49:00,13,0,3,10,0.1645,0.9863,5.03,700527.48,0.0,2,7
2026-08-30 02:39:00,9,0,3,6,0.1641,0.8019,5.64,304108.51,0.0,2,7
2026-08-30 02:29:00,17,2,1,14,0.0842,0.8332,1.02,182390.21,11.76,2,7
2026-08-30 02:19:00,15,1,5,9,0.1834,0.8261,11.21,525064.44,6.67,2,7
2026-08-30 02:09:00,8,2,1,5,0.1001,0.9163,2.82,455834.16,25.0,2,7
2026-08-30 01:59:00,19,0,2,17,0.0823,0.9883,7.64,151527.98,0.0,1,7
2026-08-30 01:49:00,13,0,5,8,0.2033,0.8787,8.07,268549.75,0.0,1,7
2026-08-30 01:39:00,5,2,3,0,0.1213,0.9093,10.58,64528.44,40.0,1,7
2026-08-30 01:29:00,5,1,3,1,0.1124,0.9597,3.77,538616.11,20.0,1,7
2026-08-30 01:19:00,13,0,3,10,0.1749,0.9242,7.43,656737.79,0.0,1,7
2026-08-30 01:09:00,15,1,5,9,0.1387,0.8735,0.95,686822.85,6.67,1,7
2026-08-30 00:59:00,12,1,3,8,0.0932,0.9635,5.42,596065.28,8.33,0,7
2026-08-30 00:49:00,12,1,1,10,0.2146,0.7928,3.13,737186.29,8.33,0,7
2026-08-30 00:39:00,18,2,2,14,0.1458,0.926,11.08,353242.16,11.11,0,7
2026-08-30 00:29:00,11,0,3,8,0.1838,0.9255,9.96,505947.05,0.0,0,7
2026-08-30 00:19:00,6,1,4,1,0.2012,0.9415,1.97,213517.89,16.67,0,7
2026-08-30 00:09:00,11,2,4,5,0.0832,0.985,5.21,625450.03,18.18,0,7
2026-08-29 23:59:00,18,2,4,12,0.1247,0.8961,7.6,377311.98,11.11,23,6
2026-08-29 23:49:00,5,1,4,0,0.211,0.8622,3.1,351764.79,20.0,23,6
2026-08-29 23:39:00,10,1,4,5,0.1028,0.9143,4.77,813918.71,10.0,23,6
2026-08-29 23:29:00,15,0,2,13,0.0938,0.9308,11.11,272490.69,0.0,23,6
2026-08-29 23:19:00,8,1,5,2,0.1531,0.8624,3.84,86138.49,12.5,23,6
2026-08-29 23:09:00,5,0,3,2,0.2143,0.9066,6.6,138553.66,0.0,23,6
2026-08-29 22:59:00,8,0,1,7,0.1871,0.9604,11.35,837654.89,0.0,22,6
2026-08-29 22:49:00,14,0,5,9,0.2134,0.7672,2.41,293573.22,0.0,22,6
2026-08-29 22:39:00,13,0,3,10,0.1984,0.898,7.15,182249.06,0.0,22,6
2026-08-29 22:29:00,6,0,2,4,0.1024,0.9545,7.64,638103.54,0.0,22,6
2026-08-29 22:19:00,9,2,5,2,0.1367,0.9324,9.84,215450.82,22.22,22,6
2026-08-29 22:09:00,14,1,5,8,0.0969,0.9651,1.97,261631.85,7.14,22,6
2026-08-29 21:59:00,17,0,4,13,0.1379,0.858,3.67,618196.16,0.0,21,6
2026-08-29 21:49:00,7,0,5,2,0.2024,0.8314,7.01,248725.12,0.0,21,6
2026-08-29 21:39:00,8,0,2,6,0.2116,0.9631,9.9,464129.22,0.0,21,6
2026-08-29 21:29:00,9,0,3,6,0.1542,0.8788,5.88,155403.87,0.0,21,6
2026-08-29 21:19:00,6,1,1,4,0.1475,0.9788,2.71,493533.24,16.67,21,6
2026-08-29 21:09:00,19,2,2,15,0.1154,0.7572,2.19,783478.73,10.53,21,6
2026-08-29 20:59:00,27,2,5,20,0.1451,0.8461,7.02,199791.16,7.41,20,6
2026-08-29 20:49:00,48,5,5,38,0.1946,0.928,6.28,172301.7,10.42,20,6
2026-08-29 20:39:00,51,6,4,41,0.087,0.8322,10.1,548167.0,11.76,20,6
2026-08-29 20:29:00,17,4,4,9,0.1911,0.8009,11.61,400391.68,23.53,20,6
2026-08-29 20:19:00,40,3,4,33,0.2191,0.8174,1.53,416609.63,7.5,20,6
2026-08-29 20:09:00,46,2,1,43,0.1013,0.9017,5.4,787481.96,4.35,20,6
2026-08-29 19:59:00,27,5,3,19,0.1446,0.9084,7.82,428227.18,18.52,19,6
2026-08-29 19:49:00,39,6,5,28,0.128,0.7925,8.73,726806.05,15.38,19,6
2026-08-29 19:39:00,16,5,5,6,0.2049,0.9299,12.4,475131.05,31.25,19,6
2026-08-29 19:29:00,45,4,4,37,0.1223,0.9774,5.09,640808.57,8.89,19,6
2026-08-29 19:19:00,31,4,5,22,0.1808,0.8721,11.41,385440.79,12.9,19,6
2026-08-29 19:09:00,22,5,4,13,0.1279,0.848,5.95,150645.61,22.73,19,6
2026-08-29 18:59:00,18,6,2,10,0.1718,0.9091,1.03,311237.47,33.33,18,6
2026-08-29 18:49:00,47,6,1,40,0.1889,0.9566,3.69,584279.33,12.77,18,6
2026-08-29 18:39:00,20,3,5,12,0.0994,0.818,8.69,778261.53,15.0,18,6
2026-08-29 18:29:00,44,3,2,39,0.1559,0.9183,11.95,538048.39,6.82,18,6
2026-08-29 18:19:00,25,6,2,17,0.1249,0.9843,5.48,598342.18,24.0,18,6
2026-08-29 18:09:00,36,5,1,30,0.136,0.96,7.94,405154.31,13.89,18,6
2026-08-29 17:59:00,52,3,5,44,0.1251,0.8807,6.53,555762.0,5.77,17,6
2026-08-29 17:49:00,47,7,2,38,0.1142,0.969,11.61,724658.31,14.89,17,6
2026-08-29 17:39:00,54,7,1,46,0.1871,0.933,6.42,415161.76,12.96,17,6
2026-08-29 17:29:00,42,6,2,34,0.1703,0.8194,3.82,518769.1,14.29,17,6
2026-08-29 17:19:00,31,4,2,25,0.1942,0.9565,2.76,56005.63,12.9,17,6
2026-08-29 17:09:00,16,3,2,11,0.1917,0.9514,2.42,669468.72,18.75,17,6
2026-08-29 16:59:00,19,5,1,13,0.2198,0.7962,2.6,388240.27,26.32,16,6
2026-08-29 16:49:00,31,4,4,23,0.2106,0.9854,1.61,160398.01,12.9,16,6
2026-08-29 16:39:00,46,5,2,39,0.2039,0.9092,2.11,716023.43,10.87,16,6
2026-08-29 16:29:00,38,3,1,34,0.1393,0.8825,6.66,598930.33,7.89,16,6
2026-08-29 16:19:00,41,6,1,34,0.2199,0.874,1.91,632274.64,14.63,16,6
2026-08-29 16:09:00,19,7,5,7,0.1246,0.8607,5.77,91135.32,36.84,16,6
2026-08-29 15:59:00,41,4,4,33,0.1902,0.9497,10.41,383332.8,9.76,15,6
2026-08-29 15:49:00,30,4,2,24,0.1848,0.9423,6.55,764424.82,13.33,15,6
2026-08-29 15:39:00,20,3,3,14,0.0935,0.7868,7.05,104014.78,15.0,15,6
2026-08-29 15:29:00,35,7,1,27,0.0801,0.8547,9.86,77870.68,20.0,15,6
2026-08-29 15:19:00,41,4,4,33,0.1035,0.7852,10.87,708499.69,9.76,15,6
2026-08-29 15:09:00,37,6,3,28,0.1947,0.7723,5.42,640238.04,16.22,15,6
2026-08-29 14:59:00,25,5,2,18,0.1506,0.9301,6.24,344323.47,20.0,14,6
2026-08-29 14:49:00,31,6,2,23,0.1092,0.9304,2.19,118785.88,19.35,14,6
2026-08-29 14:39:00,22,4,1,17,0.1952,0.8456,12.39,159769.01,18.18,14,6
2026-08-29 14:29:00,54,3,4,47,0.1428,0.8443,11.04,830476.52,5.56,14,6
2026-08-29 14:19:00,49,7,3,39,0.1109,0.9075,4.18,637780.1,14.29,14,6
2026-08-29 14:09:00,15,3,3,9,0.1571,0.9489,9.11,71262.21,20.0,14,6
2026-08-29 13:59:00,16,5,5,6,0.1481,0.8124,5.7,656328.25,31.25,13,6
2026-08-29 13:49:00,19,5,5,9,0.1586,0.8425,3.97,467534.78,26.32,13,6
2026-08-29 13:39:00,27,2,3,22,0.1747,0.7659,0.81,219821.71,7.41,13,6
2026-08-29 13:29:00,38,5,5,28,0.1705,0.7913,11.22,425964.75,13.16,13,6
2026-08-29 13:19:00,34,6,5,23,0.0883,0.8016,7.65,206389.21,17.65,13,6
2026-08-29 13:09:00,27,7,4,16,0.11,0.7738,3.22,388187.23,25.93,13,6
2026-08-29 12:59:00,22,5,1,16,0.2004,0.8269,5.02,94216.33,22.73,12,6
2026-08-29 12:49:00,36,2,2,32,0.1171,0.8965,3.2,760692.36,5.56,12,6
2026-08-29 12:39:00,52,2,4,46,0.095,0.7777,8.05,147575.17,3.85,12,6
2026-08-29 12:29:00,22,2,5,15,0.1856,0.9468,6.95,847341.77,9.09,12,6
2026-08-29 12:19:00,16,4,2,10,0.1254,0.9777,7.55,694952.77,25.0,12,6
2026-08-29 12:09:00,51,4,1,46,0.217,0.8697,6.58,826707.78,7.84,12,6
2026-08-29 11:59:00,30,7,5,18,0.1619,0.7807,4.56,204566.66,23.33,11,6
2026-08-29 11:49:00,54,4,1,49,0.2013,0.8914,5.0,376935.5,7.41,11,6
2026-08-29 11:39:00,32,4,5,23,0.2097,0.9739,5.38,313409.97,12.5,11,6
2026-08-29 11:29:00,25,5,3,17,0.1595,0.8608,8.51,493519.22,20.0,11,6
2026-08-29 11:19:00,27,4,5,18,0.133,0.7727,2.74,628491.04,14.81,11,6
2026-08-29 11:09:00,53,4,2,47,0.11,0.885,9.64,255937.89,7.55,11,6
2026-08-29 10:59:00,48,5,5,38,0.1636,0.9105,1.42,806415.91,10.42,10,6
2026-08-29 10:49:00,48,7,2,39,0.2093,0.889,0.85,80833.6,14.58,10,6
2026-08-29 10:39:00,42,7,5,30,0.0837,0.9284,10.77,447133.99,16.67,10,6
2026-08-29 10:29:00,23,5,3,15,0.0808,0.9388,4.67,753010.9,21.74,10,6
2026-08-29 10:19:00,29,7,5,17,0.1178,0.7885,9.87,447272.38,24.14,10,6
2026-08-29 10:09:00,23,5,3,15,0.2152,0.9813,10.81,200087.43,21.74,10,6
2026-08-29 09:59:00,38,7,5,26,0.1324,0.7743,10.29,435410.84,18.42,9,6
2026-08-29 09:49:00,24,7,3,14,0.2175,0.8957,5.77,345987.49,29.17,9,6
2026-08-29 09:39:00,31,2,1,28,0.1913,0.9511,4.13,293037.29,6.45,9,6
2026-08-29 09:29:00,44,2,5,37,0.0834,0.8749,6.23,602101.42,4.55,9,6
2026-08-29 09:19:00,21,5,4,12,0.1327,0.8985,1.27,419381.76,23.81,9,6
2026-08-29 09:09:00,53,6,3,44,0.11,0.7835,3.01,325312.86,11.32,9,6
2026-08-29 08:59:00,18,3,3,12,0.1367,0.9442,12.2,114588.22,16.67,8,6
2026-08-29 08:49:00,38,7,4,27,0.202,0.9022,5.82,394861.09,18.42,8,6
2026-08-29 08:39:00,16,4,2,10,0.2191,0.9801,1.27,614637.6,25.0,8,6
2026-08-29 08:29:00,36,5,2,29,0.2064,0.7608,11.75,719980.6,13.89,8,6
2026-08-29 08:19:00,19,7,2,10,0.1969,0.7874,7.06,782595.89,36.84,8,6
2026-08-29 08:09:00,49,2,3,44,0.1356,0.8568,1.54,825001.86,4.08,8,6
2026-08-29 07:59:00,9,0,4,5,0.12,0.9814,1.9,743842.43,0.0,7,6
2026-08-29 07:49:00,6,0,4,2,0.1962,0.9842,10.65,804705.88,0.0,7,6
2026-08-29 07:39:00,6,1,5,0,0.1564,0.8804,11.32,827443.05,16.67,7,6
2026-08-29 07:29:00,11,2,4,5,0.1476,0.8595,5.32,339279.22,18.18,7,6
2026-08-29 07:19:00,10,0,1,9,0.0908,0.9372,6.02,794547.59,0.0,7,6
2026-08-29 07:09:00,17,0,4,13,0.0849,0.7878,3.21,830588.82,0.0,7,6
2026-08-29 06:59:00,8,2,2,4,0.2111,0.9845,3.57,89294.12,25.0,6,6
2026-08-29 06:49:00,10,1,1,8,0.0889,0.7968,7.45,779959.04,10.0,6,6
2026-08-29 06:39:00,13,0,4,9,0.1083,0.9421,8.03,741309.46,0.0,6,6
2026-08-29 06:29:00,14,1,5,8,0.1287,0.7717,3.44,400273.25,7.14,6,6
2026-08-29 06:19:00,19,1,5,13,0.1879,0.8797,2.94,306587.3,5.26,6,6
2026-08-29 06:09:00,7,1,4,2,0.1742,0.8543,3.48,627525.42,14.29,6,6
2026-08-29 05:59:00,7,2,4,1,0.1063,0.7758,6.62,465639.68,28.57,5,6
2026-08-29 05:49:00,5,2,3,0,0.1411,0.9888,6.49,432357.26,40.0,5,6
2026-08-29 05:39:00,11,2,5,4,0.163,0.8047,8.26,90666.77,18.18,5,6
2026-08-29 05:29:00,13,0,5,8,0.1457,0.9652,6.36,98264.65,0.0,5,6
2026-08-29 05:19:00,17,2,4,11,0.1894,0.8528,8.26,734983.2,11.76,5,6
2026-08-29 05:09:00,16,1,4,11,0.1287,0.909,8.66,818469.57,6.25,5,6
2026-08-29 04:59:00,10,2,3,5,0.1937,0.8714,9.42,417767.57,20.0,4,6
2026-08-29 04:49:00,12,1,2,9,0.1843,0.7815,3.12,551459.99,8.33,4,6
2026-08-29 04:39:00,16,0,2,14,0.1182,0.7766,11.99,173538.47,0.0,4,6
2026-08-29 04:29:00,9,2,1,6,0.1208,0.8771,11.13,658436.82,22.22,4,6
2026-08-29 04:19:00,15,0,5,10,0.1301,0.8648,2.52,268743.76,0.0,4,6
2026-08-29 04:09:00,8,0,2,6,0.0978,0.8821,9.05,105945.31,0.0,4,6
2026-08-29 03:59:00,12,1,2,9,0.1847,0.9456,6.04,706445.67,8.33,3,6
2026-08-29 03:49:00,9,2,2,5,0.1305,0.7923,6.27,363648.02,22.22,3,6
2026-08-29 03:39:00,8,2,5,1,0.1239,0.8155,2.33,401057.36,25.0,3,6
2026-08-29 03:29:00,15,2,2,11,0.1317,0.8066,9.73,794002.68,13.33,3,6
2026-08-29 03:19:00,12,1,4,7,0.2014,0.9897,7.98,761823.57,8.33,3,6
2026-08-29 03:09:00,17,1,5,11,0.1908,0.8606,1.75,62644.44,5.88,3,6
2026-08-29 02:59:00,12,1,3,8,0.137,0.8864,7.26,719290.43,8.33,2,6
2026-08-29 02:49:00,19,1,1,17,0.1115,0.9403,10.72,845859.37,5.26,2,6
2026-08-29 02:39:00,18,2,1,15,0.124,0.8464,3.94,535039.52,11.11,2,6
2026-08-29 02:29:00,14,2,5,7,0.1282,0.8837,4.27,185839.98,14.29,2,6
2026-08-29 02:19:00,7,0,4,3,0.2129,0.8467,10.56,595063.58,0.0,2,6
2026-08-29 02:09:00,15,0,1,14,0.1046,0.9449,3.9,780628.15,0.0,2,6
2026-08-29 01:59:00,7,2,2,3,0.194,0.8065,4.03,821615.11,28.57,1,6
2026-08-29 01:49:00,13,2,2,9,0.1402,0.8538,3.76,670632.87,15.38,1,6
2026-08-29 01:39:00,16,1,3,12,0.1969,0.8011,0.85,506933.89,6.25,1,6
2026-08-29 01:29:00,10,1,5,4,0.0854,0.7999,6.87,697952.59,10.0,1,6
2026-08-29 01:19:00,6,2,1,3,0.1846,0.8392,3.01,206396.66,33.33,1,6
2026-08-29 01:09:00,13,1,3,9,0.1471,0.9568,8.31,602321.56,7.69,1,6
2026-08-29 00:59:00,19,0,1,18,0.1365,0.9716,3.68,633852.2,0.0,0,6
2026-08-29 00:49:00,6,1,4,1,0.0937,0.8624,3.15,198300.22,16.67,0,6
2026-08-29 00:39:00,11,1,2,8,0.1914,0.9678,10.19,262824.7,9.09,0,6
2026-08-29 00:29:00,14,0,2,12,0.1157,0.7824,11.84,371638.24,0.0,0,6
2026-08-29 00:19:00,8,2,3,3,0.1359,0.7584,2.69,561400.27,25.0,0,6
2026-08-29 00:09:00,11,2,4,5,0.1095,0.9702,10.76,728704.6,18.18,0,6
2026-08-28 23:59:00,8,0,3,5,0.2014,0.8234,8.04,657973.51,0.0,23,5
2026-08-28 23:49:00,14,0,1,13,0.1893,0.9752,9.32,402978.2,0.0,23,5
2026-08-28 23:39:00,18,0,1,17,0.1843,0.9469,9.57,280283.9,0.0,23,5
2026-08-28 23:29:00,11,1,1,9,0.1134,0.8707,6.71,516115.48,9.09,23,5
